District Code ,School Code,School Name,Grade,Number Enrolled
1320,004,CENTRAL SCHOOL,Grade 4,N/A
1320,004,CENTRAL SCHOOL,Grade 5,212
1320,004,CENTRAL SCHOOL,Grade 6,234
1320,004,CENTRAL SCHOOL,Grade 7,N/A
1320,004,CENTRAL SCHOOL,Grade 8,N/A
1320,004,CENTRAL SCHOOL,Grade 9,N/A
1320,004,CENTRAL SCHOOL,Grade 10,N/A
1320,004,CENTRAL SCHOOL,Grade 11,N/A
1320,004,CENTRAL SCHOOL,Grade 12,N/A
1320,004,CENTRAL SCHOOL,Secondary Special Education,N/A
1320,004,CENTRAL SCHOOL,Secondary GED,N/A
1320,004,CENTRAL SCHOOL,Total Enrollment,446
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Special Education Pre-K,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Kindergarten,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Elementary Special Education,*
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 1,288
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 2,254
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 3,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 4,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 5,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 6,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 7,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 8,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 9,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 10,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 11,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Grade 12,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Secondary Special Education,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Secondary GED,N/A
1320,006,CHURCH HILL ELEMENTARY SCHOOL,Total Enrollment,*
1320,008,EAST SIDE ELEMENTARY SCHOOL,Pre-Kindergarten,82
1320,008,EAST SIDE ELEMENTARY SCHOOL,Special Education Pre-K,*
1320,008,EAST SIDE ELEMENTARY SCHOOL,Kindergarten,274
1320,008,EAST SIDE ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Elementary Special Education,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 1,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 2,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 3,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 4,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 5,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 6,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 7,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 8,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 9,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 10,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 11,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Grade 12,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Secondary Special Education,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Secondary GED,N/A
1320,008,EAST SIDE ELEMENTARY SCHOOL,Total Enrollment,*
1320,012,FIFTH STREET SCHOOL,Pre-Kindergarten,N/A
1320,012,FIFTH STREET SCHOOL,Special Education Pre-K,N/A
1320,012,FIFTH STREET SCHOOL,Kindergarten,N/A
1320,012,FIFTH STREET SCHOOL,Special Education Kindergarten,N/A
1320,012,FIFTH STREET SCHOOL,Elementary Special Education,N/A
1320,012,FIFTH STREET SCHOOL,Grade 1,N/A
1320,012,FIFTH STREET SCHOOL,Grade 2,N/A
1320,012,FIFTH STREET SCHOOL,Grade 3,N/A
1320,012,FIFTH STREET SCHOOL,Grade 4,N/A
1320,012,FIFTH STREET SCHOOL,Grade 5,N/A
1320,012,FIFTH STREET SCHOOL,Grade 6,N/A
1320,012,FIFTH STREET SCHOOL,Grade 7,259
1320,012,FIFTH STREET SCHOOL,Grade 8,238
1320,012,FIFTH STREET SCHOOL,Grade 9,N/A
1320,012,FIFTH STREET SCHOOL,Grade 10,N/A
1320,012,FIFTH STREET SCHOOL,Grade 11,N/A
1320,012,FIFTH STREET SCHOOL,Grade 12,N/A
1320,012,FIFTH STREET SCHOOL,Secondary Special Education,12
1320,012,FIFTH STREET SCHOOL,Secondary GED,N/A
1320,012,FIFTH STREET SCHOOL,Total Enrollment,509
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Special Education Pre-K,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Kindergarten,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Elementary Special Education,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 1,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 2,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 3,208
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 4,206
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 5,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 6,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 7,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 8,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 9,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 10,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 11,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Grade 12,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Secondary Special Education,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Secondary GED,N/A
1320,016,SOUTH SIDE ELEMENTARY SCHOOL,Total Enrollment,414
1320,020,WEST POINT HIGH SCHOOL,Pre-Kindergarten,N/A
1320,020,WEST POINT HIGH SCHOOL,Special Education Pre-K,N/A
1320,020,WEST POINT HIGH SCHOOL,Kindergarten,N/A
1320,020,WEST POINT HIGH SCHOOL,Special Education Kindergarten,N/A
1320,020,WEST POINT HIGH SCHOOL,Elementary Special Education,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 1,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 2,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 3,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 4,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 5,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 6,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 7,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 8,N/A
1320,020,WEST POINT HIGH SCHOOL,Grade 9,263
1320,020,WEST POINT HIGH SCHOOL,Grade 10,251
1320,020,WEST POINT HIGH SCHOOL,Grade 11,225
1320,020,WEST POINT HIGH SCHOOL,Grade 12,201
1320,020,WEST POINT HIGH SCHOOL,Secondary Special Education,11
1320,020,WEST POINT HIGH SCHOOL,Secondary GED,*
1320,020,WEST POINT HIGH SCHOOL,Total Enrollment,*
1400,000,District Level Data,Pre-Kindergarten,N/A
1400,000,District Level Data,Special Education Pre-K,N/A
1400,000,District Level Data,Kindergarten,158
1400,000,District Level Data,Special Education Kindergarten,*
1400,000,District Level Data,Elementary Special Education,20
1400,000,District Level Data,Grade 1,134
1400,000,District Level Data,Grade 2,135
1400,000,District Level Data,Grade 3,120
1400,000,District Level Data,Grade 4,136
1400,000,District Level Data,Grade 5,121
1400,000,District Level Data,Grade 6,112
1400,000,District Level Data,Grade 7,126
1400,000,District Level Data,Grade 8,134
1400,000,District Level Data,Grade 9,88
1400,000,District Level Data,Grade 10,60
1400,000,District Level Data,Grade 11,67
1400,000,District Level Data,Grade 12,67
1400,000,District Level Data,Secondary Special Education,26
1400,000,District Level Data,Secondary GED,20
1400,000,District Level Data,Total Enrollment,1526
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Pre-Kindergarten,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Special Education Pre-K,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Kindergarten,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Special Education Kindergarten,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Elementary Special Education,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 1,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 2,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 3,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 4,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 5,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 6,N/A
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 7,126
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 8,134
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 9,88
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 10,60
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 11,67
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Grade 12,67
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Secondary Special Education,26
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Secondary GED,20
1400,004,COAHOMA COUNTY JR/SR HIGH SCHOOL,Total Enrollment,588
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Special Education Pre-K,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Kindergarten,28
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Elementary Special Education,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 1,26
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 2,23
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 3,19
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 4,23
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 5,18
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 6,19
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 7,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 8,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 9,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 10,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 11,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Grade 12,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Secondary Special Education,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Secondary GED,N/A
1400,016,FRIARS POINT ELEMENTARY SCHOOL,Total Enrollment,156
1400,028,JONESTOWN ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Special Education Pre-K,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Kindergarten,33
1400,028,JONESTOWN ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Elementary Special Education,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 1,36
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 2,29
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 3,30
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 4,33
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 5,39
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 6,37
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 7,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 8,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 9,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 10,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 11,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Grade 12,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Secondary Special Education,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Secondary GED,N/A
1400,028,JONESTOWN ELEMENTARY SCHOOL,Total Enrollment,237
1400,036,LYON ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
1400,036,LYON ELEMENTARY SCHOOL,Special Education Pre-K,N/A
1400,036,LYON ELEMENTARY SCHOOL,Kindergarten,48
1400,036,LYON ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
1400,036,LYON ELEMENTARY SCHOOL,Elementary Special Education,N/A
1400,036,LYON ELEMENTARY SCHOOL,Grade 1,37
1400,036,LYON ELEMENTARY SCHOOL,Grade 2,45
1400,036,LYON ELEMENTARY SCHOOL,Grade 3,35
1400,036,LYON ELEMENTARY SCHOOL,Grade 4,36
1400,036,LYON ELEMENTARY SCHOOL,Grade 5,36
1400,036,LYON ELEMENTARY SCHOOL,Grade 6,35
1400,036,LYON ELEMENTARY SCHOOL,Grade 7,N/A
1400,036,LYON ELEMENTARY SCHOOL,Grade 8,N/A
1400,036,LYON ELEMENTARY SCHOOL,Grade 9,N/A
1400,036,LYON ELEMENTARY SCHOOL,Grade 10,N/A
1400,036,LYON ELEMENTARY SCHOOL,Grade 11,N/A
1400,036,LYON ELEMENTARY SCHOOL,Grade 12,N/A
1400,036,LYON ELEMENTARY SCHOOL,Secondary Special Education,N/A
1400,036,LYON ELEMENTARY SCHOOL,Secondary GED,N/A
1400,036,LYON ELEMENTARY SCHOOL,Total Enrollment,272
1400,048,SHERARD ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Special Education Pre-K,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Kindergarten,49
1400,048,SHERARD ELEMENTARY SCHOOL,Special Education Kindergarten,*
1400,048,SHERARD ELEMENTARY SCHOOL,Elementary Special Education,20
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 1,35
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 2,38
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 3,36
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 4,44
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 5,28
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 6,21
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 7,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 8,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 9,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 10,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 11,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Grade 12,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Secondary Special Education,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Secondary GED,N/A
1400,048,SHERARD ELEMENTARY SCHOOL,Total Enrollment,*
1402,000,District Level Data,Pre-Kindergarten,N/A
1402,000,District Level Data,Special Education Pre-K,N/A
1402,000,District Level Data,Kindergarten,N/A
1402,000,District Level Data,Special Education Kindergarten,N/A
1402,000,District Level Data,Elementary Special Education,N/A
1402,000,District Level Data,Grade 1,N/A
1402,000,District Level Data,Grade 2,N/A
1402,000,District Level Data,Grade 3,N/A
1402,000,District Level Data,Grade 4,N/A
1402,000,District Level Data,Grade 5,N/A
1402,000,District Level Data,Grade 6,N/A
1402,000,District Level Data,Grade 7,N/A
1402,000,District Level Data,Grade 8,N/A
1402,000,District Level Data,Grade 9,68
1402,000,District Level Data,Grade 10,64
1402,000,District Level Data,Grade 11,64
1402,000,District Level Data,Grade 12,48
1402,000,District Level Data,Secondary Special Education,N/A
1402,000,District Level Data,Secondary GED,N/A
1402,000,District Level Data,Total Enrollment,244
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Pre-Kindergarten,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Special Education Pre-K,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Kindergarten,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Special Education Kindergarten,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Elementary Special Education,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 1,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 2,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 3,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 4,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 5,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 6,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 7,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 8,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 9,68
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 10,64
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 11,64
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Grade 12,48
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Secondary Special Education,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Secondary GED,N/A
1402,004,COAHOMA AGRICULTURAL HIGH SCHOOL,Total Enrollment,244
1420,000,District Level Data,Pre-Kindergarten,96
1420,000,District Level Data,Special Education Pre-K,*
1420,000,District Level Data,Kindergarten,293
1420,000,District Level Data,Special Education Kindergarten,*
1420,000,District Level Data,Elementary Special Education,*
1420,000,District Level Data,Grade 1,269
1420,000,District Level Data,Grade 2,238
1420,000,District Level Data,Grade 3,219
1420,000,District Level Data,Grade 4,239
1420,000,District Level Data,Grade 5,248
1420,000,District Level Data,Grade 6,231
1420,000,District Level Data,Grade 7,231
1420,000,District Level Data,Grade 8,264
1420,000,District Level Data,Grade 9,210
1420,000,District Level Data,Grade 10,202
1420,000,District Level Data,Grade 11,194
1420,000,District Level Data,Grade 12,164
1420,000,District Level Data,Secondary Special Education,*
1420,000,District Level Data,Secondary GED,N/A
1420,000,District Level Data,Total Enrollment,3115
1420,004,CLARKSDALE HIGH SCHOOL,Pre-Kindergarten,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Special Education Pre-K,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Kindergarten,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Special Education Kindergarten,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Elementary Special Education,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 1,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 2,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 3,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 4,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 5,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 6,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 7,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 8,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 9,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Grade 10,202
1420,004,CLARKSDALE HIGH SCHOOL,Grade 11,194
1420,004,CLARKSDALE HIGH SCHOOL,Grade 12,164
1420,004,CLARKSDALE HIGH SCHOOL,Secondary Special Education,*
1420,004,CLARKSDALE HIGH SCHOOL,Secondary GED,N/A
1420,004,CLARKSDALE HIGH SCHOOL,Total Enrollment,*
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Pre-Kindergarten,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Special Education Pre-K,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Kindergarten,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Special Education Kindergarten,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Elementary Special Education,*
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 1,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 2,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 3,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 4,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 5,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 6,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 7,231
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 8,264
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 9,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 10,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 11,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Grade 12,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Secondary Special Education,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Secondary GED,N/A
1420,008,W.A. HIGGINS MIDDLE SCHOOL ACADEMY,Total Enrollment,*
1420,012,MYRTLE HALL IV LANG. IMMERSION,Pre-Kindergarten,21
1420,012,MYRTLE HALL IV LANG. IMMERSION,Special Education Pre-K,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Kindergarten,54
1420,012,MYRTLE HALL IV LANG. IMMERSION,Special Education Kindergarten,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Elementary Special Education,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 1,52
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 2,52
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 3,37
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 4,43
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 5,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 6,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 7,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 8,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 9,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 10,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 11,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Grade 12,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Secondary Special Education,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Secondary GED,N/A
1420,012,MYRTLE HALL IV LANG. IMMERSION,Total Enrollment,259
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Pre-Kindergarten,19
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Special Education Pre-K,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Kindergarten,79
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Special Education Kindergarten,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Elementary Special Education,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 1,54
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 2,45
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 3,46
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 4,54
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 5,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 6,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 7,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 8,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 9,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 10,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 11,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Grade 12,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Secondary Special Education,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Secondary GED,N/A
1420,016,HEIDELBERG SCHOOL MATH & SCIENCE,Total Enrollment,297
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Pre-Kindergarten,18
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Special Education Pre-K,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Kindergarten,53
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Special Education Kindergarten,*
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Elementary Special Education,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 1,51
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 2,46
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 3,47
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 4,49
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 5,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 6,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 7,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 8,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 9,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 10,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 11,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Grade 12,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Secondary Special Education,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Secondary GED,N/A
1420,020,KIRKPATRICK  HEALTH /WELLNESS,Total Enrollment,*
1420,024,OAKHURST INTERMEDIATE ACADEMY,Pre-Kindergarten,N/A
1420,024,OAKHURST INTERMEDIATE ACADEMY,Special Education Pre-K,N/A
1420,024,OAKHURST INTERMEDIATE ACADEMY,Kindergarten,N/A
1420,024,OAKHURST INTERMEDIATE ACADEMY,Special Education Kindergarten,N/A
1420,024,OAKHURST INTERMEDIATE ACADEMY,Elementary Special Education,N/A
1420,024,OAKHURST INTERMEDIATE ACADEMY,Grade 1,N/A
1420,024,OAKHURST INTERMEDIATE ACADEMY,Grade 2,N/A
