District Code ,School Code,School Name,Grade,Number Enrolled
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Elementary Special Education,*
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 1,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 2,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 3,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 4,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 5,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 6,114
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 7,132
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 8,126
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 9,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 10,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 11,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Grade 12,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Secondary Special Education,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Secondary GED,N/A
4200,005,AMANDA ELZY JUNIOR HIGH SCHOOL,Total Enrollment,*
4200,012,EAST ELEMENTARY SCHOOL,Pre-Kindergarten,20
4200,012,EAST ELEMENTARY SCHOOL,Special Education Pre-K,N/A
4200,012,EAST ELEMENTARY SCHOOL,Kindergarten,71
4200,012,EAST ELEMENTARY SCHOOL,Special Education Kindergarten,*
4200,012,EAST ELEMENTARY SCHOOL,Elementary Special Education,N/A
4200,012,EAST ELEMENTARY SCHOOL,Grade 1,76
4200,012,EAST ELEMENTARY SCHOOL,Grade 2,65
4200,012,EAST ELEMENTARY SCHOOL,Grade 3,62
4200,012,EAST ELEMENTARY SCHOOL,Grade 4,111
4200,012,EAST ELEMENTARY SCHOOL,Grade 5,119
4200,012,EAST ELEMENTARY SCHOOL,Grade 6,N/A
4200,012,EAST ELEMENTARY SCHOOL,Grade 7,N/A
4200,012,EAST ELEMENTARY SCHOOL,Grade 8,N/A
4200,012,EAST ELEMENTARY SCHOOL,Grade 9,N/A
4200,012,EAST ELEMENTARY SCHOOL,Grade 10,N/A
4200,012,EAST ELEMENTARY SCHOOL,Grade 11,N/A
4200,012,EAST ELEMENTARY SCHOOL,Grade 12,N/A
4200,012,EAST ELEMENTARY SCHOOL,Secondary Special Education,N/A
4200,012,EAST ELEMENTARY SCHOOL,Secondary GED,N/A
4200,012,EAST ELEMENTARY SCHOOL,Total Enrollment,*
4200,020,LEFLORE COUNTY HIGH SCHOOL,Pre-Kindergarten,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Special Education Pre-K,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Kindergarten,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Special Education Kindergarten,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Elementary Special Education,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 1,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 2,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 3,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 4,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 5,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 6,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 7,66
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 8,85
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 9,93
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 10,72
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 11,86
4200,020,LEFLORE COUNTY HIGH SCHOOL,Grade 12,63
4200,020,LEFLORE COUNTY HIGH SCHOOL,Secondary Special Education,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Secondary GED,N/A
4200,020,LEFLORE COUNTY HIGH SCHOOL,Total Enrollment,465
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Pre-Kindergarten,19
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Special Education Pre-K,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Kindergarten,70
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Elementary Special Education,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 1,96
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 2,83
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 3,69
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 4,72
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 5,60
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 6,69
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 7,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 8,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 9,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 10,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 11,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Grade 12,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Secondary Special Education,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Secondary GED,N/A
4200,021,LEFLORE COUNTY ELEMENTARY SCHOOL,Total Enrollment,538
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Special Education Pre-K,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Kindergarten,79
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Elementary Special Education,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 1,91
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 2,86
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 3,73
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 4,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 5,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 6,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 7,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 8,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 9,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 10,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 11,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Grade 12,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Secondary Special Education,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Secondary GED,N/A
4200,022,CLAUDINE F BROWN ELEMENTARY SCHOOL,Total Enrollment,329
4220,000,District Level Data,Pre-Kindergarten,63
4220,000,District Level Data,Special Education Pre-K,*
4220,000,District Level Data,Kindergarten,256
4220,000,District Level Data,Special Education Kindergarten,*
4220,000,District Level Data,Elementary Special Education,26
4220,000,District Level Data,Grade 1,286
4220,000,District Level Data,Grade 2,248
4220,000,District Level Data,Grade 3,225
4220,000,District Level Data,Grade 4,250
4220,000,District Level Data,Grade 5,209
4220,000,District Level Data,Grade 6,211
4220,000,District Level Data,Grade 7,203
4220,000,District Level Data,Grade 8,175
4220,000,District Level Data,Grade 9,220
4220,000,District Level Data,Grade 10,182
4220,000,District Level Data,Grade 11,167
4220,000,District Level Data,Grade 12,170
4220,000,District Level Data,Secondary Special Education,*
4220,000,District Level Data,Secondary GED,*
4220,000,District Level Data,Total Enrollment,2916
4220,004,BANKSTON ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Special Education Pre-K,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Kindergarten,39
4220,004,BANKSTON ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Elementary Special Education,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 1,57
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 2,51
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 3,47
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 4,38
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 5,34
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 6,49
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 7,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 8,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 9,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 10,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 11,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Grade 12,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Secondary Special Education,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Secondary GED,N/A
4220,004,BANKSTON ELEMENTARY SCHOOL,Total Enrollment,315
4220,008,DAVIS ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Special Education Pre-K,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Kindergarten,82
4220,008,DAVIS ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Elementary Special Education,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 1,84
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 2,86
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 3,68
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 4,82
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 5,79
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 6,66
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 7,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 8,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 9,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 10,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 11,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Grade 12,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Secondary Special Education,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Secondary GED,N/A
4220,008,DAVIS ELEMENTARY SCHOOL,Total Enrollment,547
4220,012,GREENWOOD HIGH SCHOOL,Pre-Kindergarten,N/A
4220,012,GREENWOOD HIGH SCHOOL,Special Education Pre-K,N/A
4220,012,GREENWOOD HIGH SCHOOL,Kindergarten,N/A
4220,012,GREENWOOD HIGH SCHOOL,Special Education Kindergarten,N/A
4220,012,GREENWOOD HIGH SCHOOL,Elementary Special Education,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 1,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 2,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 3,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 4,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 5,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 6,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 7,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 8,N/A
4220,012,GREENWOOD HIGH SCHOOL,Grade 9,220
4220,012,GREENWOOD HIGH SCHOOL,Grade 10,182
4220,012,GREENWOOD HIGH SCHOOL,Grade 11,167
4220,012,GREENWOOD HIGH SCHOOL,Grade 12,170
4220,012,GREENWOOD HIGH SCHOOL,Secondary Special Education,*
4220,012,GREENWOOD HIGH SCHOOL,Secondary GED,*
4220,012,GREENWOOD HIGH SCHOOL,Total Enrollment,739
4220,020,THREADGILL ELEMENTARY SCHOOL,Pre-Kindergarten,63
4220,020,THREADGILL ELEMENTARY SCHOOL,Special Education Pre-K,*
4220,020,THREADGILL ELEMENTARY SCHOOL,Kindergarten,93
4220,020,THREADGILL ELEMENTARY SCHOOL,Special Education Kindergarten,*
4220,020,THREADGILL ELEMENTARY SCHOOL,Elementary Special Education,17
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 1,106
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 2,62
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 3,80
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 4,69
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 5,53
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 6,58
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 7,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 8,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 9,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 10,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 11,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Grade 12,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Secondary Special Education,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Secondary GED,N/A
4220,020,THREADGILL ELEMENTARY SCHOOL,Total Enrollment,601
4220,022,GREENWOOD MIDDLE SCHOOL,Pre-Kindergarten,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Special Education Pre-K,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Kindergarten,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Special Education Kindergarten,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Elementary Special Education,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 1,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 2,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 3,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 4,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 5,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 6,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 7,203
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 8,175
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 9,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 10,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 11,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Grade 12,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Secondary Special Education,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Secondary GED,N/A
4220,022,GREENWOOD MIDDLE SCHOOL,Total Enrollment,378
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Special Education Pre-K,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Kindergarten,42
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Elementary Special Education,*
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 1,39
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 2,49
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 3,30
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 4,61
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 5,43
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 6,38
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 7,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 8,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 9,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 10,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 11,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Grade 12,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Secondary Special Education,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Secondary GED,N/A
4220,024,W C WILLIAMS ELEMENTARY SCHOOL,Total Enrollment,*
4300,000,District Level Data,Pre-Kindergarten,N/A
4300,000,District Level Data,Special Education Pre-K,*
4300,000,District Level Data,Kindergarten,281
4300,000,District Level Data,Special Education Kindergarten,*
4300,000,District Level Data,Elementary Special Education,11
4300,000,District Level Data,Grade 1,282
4300,000,District Level Data,Grade 2,232
4300,000,District Level Data,Grade 3,228
4300,000,District Level Data,Grade 4,235
4300,000,District Level Data,Grade 5,247
4300,000,District Level Data,Grade 6,218
4300,000,District Level Data,Grade 7,271
4300,000,District Level Data,Grade 8,245
4300,000,District Level Data,Grade 9,259
4300,000,District Level Data,Grade 10,216
4300,000,District Level Data,Grade 11,206
4300,000,District Level Data,Grade 12,196
4300,000,District Level Data,Secondary Special Education,*
4300,000,District Level Data,Secondary GED,N/A
4300,000,District Level Data,Total Enrollment,3142
4300,004,BOGUE CHITTO SCHOOL,Pre-Kindergarten,N/A
4300,004,BOGUE CHITTO SCHOOL,Special Education Pre-K,N/A
4300,004,BOGUE CHITTO SCHOOL,Kindergarten,72
4300,004,BOGUE CHITTO SCHOOL,Special Education Kindergarten,N/A
4300,004,BOGUE CHITTO SCHOOL,Elementary Special Education,N/A
4300,004,BOGUE CHITTO SCHOOL,Grade 1,53
4300,004,BOGUE CHITTO SCHOOL,Grade 2,59
4300,004,BOGUE CHITTO SCHOOL,Grade 3,49
4300,004,BOGUE CHITTO SCHOOL,Grade 4,44
4300,004,BOGUE CHITTO SCHOOL,Grade 5,66
4300,004,BOGUE CHITTO SCHOOL,Grade 6,41
4300,004,BOGUE CHITTO SCHOOL,Grade 7,54
4300,004,BOGUE CHITTO SCHOOL,Grade 8,52
4300,004,BOGUE CHITTO SCHOOL,Grade 9,54
4300,004,BOGUE CHITTO SCHOOL,Grade 10,42
4300,004,BOGUE CHITTO SCHOOL,Grade 11,45
4300,004,BOGUE CHITTO SCHOOL,Grade 12,40
4300,004,BOGUE CHITTO SCHOOL,Secondary Special Education,N/A
4300,004,BOGUE CHITTO SCHOOL,Secondary GED,N/A
4300,004,BOGUE CHITTO SCHOOL,Total Enrollment,671
4300,008,ENTERPRISE SCHOOL,Pre-Kindergarten,N/A
4300,008,ENTERPRISE SCHOOL,Special Education Pre-K,N/A
4300,008,ENTERPRISE SCHOOL,Kindergarten,77
4300,008,ENTERPRISE SCHOOL,Special Education Kindergarten,N/A
4300,008,ENTERPRISE SCHOOL,Elementary Special Education,N/A
4300,008,ENTERPRISE SCHOOL,Grade 1,76
4300,008,ENTERPRISE SCHOOL,Grade 2,56
4300,008,ENTERPRISE SCHOOL,Grade 3,62
4300,008,ENTERPRISE SCHOOL,Grade 4,82
4300,008,ENTERPRISE SCHOOL,Grade 5,52
4300,008,ENTERPRISE SCHOOL,Grade 6,49
4300,008,ENTERPRISE SCHOOL,Grade 7,81
4300,008,ENTERPRISE SCHOOL,Grade 8,72
4300,008,ENTERPRISE SCHOOL,Grade 9,77
4300,008,ENTERPRISE SCHOOL,Grade 10,49
4300,008,ENTERPRISE SCHOOL,Grade 11,57
4300,008,ENTERPRISE SCHOOL,Grade 12,57
4300,008,ENTERPRISE SCHOOL,Secondary Special Education,*
4300,008,ENTERPRISE SCHOOL,Secondary GED,N/A
4300,008,ENTERPRISE SCHOOL,Total Enrollment,*
4300,016,LOYD STAR SCHOOL,Pre-Kindergarten,N/A
4300,016,LOYD STAR SCHOOL,Special Education Pre-K,N/A
4300,016,LOYD STAR SCHOOL,Kindergarten,72
4300,016,LOYD STAR SCHOOL,Special Education Kindergarten,N/A
4300,016,LOYD STAR SCHOOL,Elementary Special Education,*
4300,016,LOYD STAR SCHOOL,Grade 1,87
4300,016,LOYD STAR SCHOOL,Grade 2,65
4300,016,LOYD STAR SCHOOL,Grade 3,54
4300,016,LOYD STAR SCHOOL,Grade 4,52
4300,016,LOYD STAR SCHOOL,Grade 5,61
4300,016,LOYD STAR SCHOOL,Grade 6,63
4300,016,LOYD STAR SCHOOL,Grade 7,72
4300,016,LOYD STAR SCHOOL,Grade 8,60
4300,016,LOYD STAR SCHOOL,Grade 9,65
4300,016,LOYD STAR SCHOOL,Grade 10,60
4300,016,LOYD STAR SCHOOL,Grade 11,58
4300,016,LOYD STAR SCHOOL,Grade 12,41
4300,016,LOYD STAR SCHOOL,Secondary Special Education,*
4300,016,LOYD STAR SCHOOL,Secondary GED,N/A
4300,016,LOYD STAR SCHOOL,Total Enrollment,810
4300,020,WEST LINCOLN SCHOOL,Pre-Kindergarten,N/A
4300,020,WEST LINCOLN SCHOOL,Special Education Pre-K,*
4300,020,WEST LINCOLN SCHOOL,Kindergarten,60
4300,020,WEST LINCOLN SCHOOL,Special Education Kindergarten,*
4300,020,WEST LINCOLN SCHOOL,Elementary Special Education,*
4300,020,WEST LINCOLN SCHOOL,Grade 1,66
4300,020,WEST LINCOLN SCHOOL,Grade 2,52
4300,020,WEST LINCOLN SCHOOL,Grade 3,63
4300,020,WEST LINCOLN SCHOOL,Grade 4,57
4300,020,WEST LINCOLN SCHOOL,Grade 5,68
4300,020,WEST LINCOLN SCHOOL,Grade 6,65
4300,020,WEST LINCOLN SCHOOL,Grade 7,64
4300,020,WEST LINCOLN SCHOOL,Grade 8,61
4300,020,WEST LINCOLN SCHOOL,Grade 9,63
4300,020,WEST LINCOLN SCHOOL,Grade 10,65
4300,020,WEST LINCOLN SCHOOL,Grade 11,46
4300,020,WEST LINCOLN SCHOOL,Grade 12,58
4300,020,WEST LINCOLN SCHOOL,Secondary Special Education,N/A
4300,020,WEST LINCOLN SCHOOL,Secondary GED,N/A
4300,020,WEST LINCOLN SCHOOL,Total Enrollment,788
4320,000,District Level Data,Pre-Kindergarten,N/A
4320,000,District Level Data,Special Education Pre-K,N/A
4320,000,District Level Data,Kindergarten,290
4320,000,District Level Data,Special Education Kindergarten,N/A
4320,000,District Level Data,Elementary Special Education,30
4320,000,District Level Data,Grade 1,283
4320,000,District Level Data,Grade 2,247
4320,000,District Level Data,Grade 3,250
4320,000,District Level Data,Grade 4,218
4320,000,District Level Data,Grade 5,190
4320,000,District Level Data,Grade 6,227
4320,000,District Level Data,Grade 7,220
4320,000,District Level Data,Grade 8,228
4320,000,District Level Data,Grade 9,240
4320,000,District Level Data,Grade 10,211
4320,000,District Level Data,Grade 11,162
4320,000,District Level Data,Grade 12,174
4320,000,District Level Data,Secondary Special Education,*
4320,000,District Level Data,Secondary GED,*
4320,000,District Level Data,Total Enrollment,2985
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Pre-Kindergarten,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Special Education Pre-K,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Kindergarten,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Special Education Kindergarten,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Elementary Special Education,*
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 1,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 2,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 3,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 4,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 5,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 6,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 7,220
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 8,228
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 9,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 10,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 11,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Grade 12,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Secondary Special Education,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Secondary GED,N/A
4320,004,ALEXANDER JUNIOR HIGH SCHOOL,Total Enrollment,*
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Pre-Kindergarten,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Special Education Pre-K,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Kindergarten,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Special Education Kindergarten,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Elementary Special Education,*
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 1,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 2,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 3,250
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 4,218
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 5,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 6,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 7,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 8,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 9,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 10,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 11,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Grade 12,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Secondary Special Education,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Secondary GED,N/A
4320,008,BROOKHAVEN ELEMENTARY SCHOOL,Total Enrollment,*
4320,012,BROOKHAVEN HIGH SCHOOL,Pre-Kindergarten,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Special Education Pre-K,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Kindergarten,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Special Education Kindergarten,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Elementary Special Education,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 1,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 2,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 3,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 4,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 5,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 6,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 7,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 8,N/A
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 9,240
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 10,211
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 11,162
4320,012,BROOKHAVEN HIGH SCHOOL,Grade 12,174
4320,012,BROOKHAVEN HIGH SCHOOL,Secondary Special Education,*
